last_name, first_name,player_id,year,p_era,xbadiff,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Snell, Blake,605483,2022,3.38,.009,L,2341,55.5,95.8,2434,5.2,-11.2,19.6,1.2,24.3,88.9,2389,-4.1,-29.9,6.8,1.4,5,87.1,1899,13.7,-26.1,17.1,1.3,15.1,81.4,2297,-12.2,-51,15.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springs, Jeffrey,605488,2022,2.46,-0.009,L,2149,40.4,91.4,2254,11.4,-15.3,21.2,1.1,24.8,85.4,2188,-4.5,-32.4,7.5,1.8,34.7,81.1,1415,13.7,-34.1,15.8,1.3,,,,,,,,0.1,90.1,2316,18.5,-20,23.6,1.5,,,,,,,,,,,,,,,,,,,,,,
Thompson, Zach,605507,2022,5.18,-0.001,R,2079,16.3,92.3,2386,-2,-18.1,14.2,1.2,,,,,,,,8.5,85.7,1864,-12.1,-31.6,13.7,1.3,20.9,76.6,2244,5,-56.5,11.4,1.8,21.1,92.2,2230,-9.7,-24.1,12.8,1.3,33.3,86.8,2580,3.4,-32.1,5.6,1.4,,,,,,,,,,,,,,,
Warren, Art,605521,2022,6.50,.035,R,655,41.7,93.5,2250,-5.7,-15.5,17,1.7,58.3,85.5,2513,8.2,-36.4,9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendelken, J.B.,605525,2022,5.28,-0.065,R,488,46.7,95,2442,-3.2,-16,15,1.4,22.5,85.9,2660,6.8,-38.8,7.8,2.3,16.2,85.5,1628,-15.4,-32.6,16.3,1.3,1,80.4,2576,12.1,-58.1,19.5,1.4,13.5,94.4,2256,-16.3,-21.8,18.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Wisler, Matt,605538,2022,2.25,-0.010,R,749,8.5,89.7,1953,-10.1,-17.1,20.1,1.2,91.3,79.8,2479,8.1,-43.7,8.6,1.1,0.1,80.1,1105,12.8,-46.5,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodruff, Brandon,605540,2022,3.05,.003,R,2538,38.4,96.3,2350,-6,-12.1,18.6,1.2,11.3,88,2408,3.8,-32,5.6,1.4,16.3,86.1,2008,-15.8,-28,18.3,1.4,12.6,84,2497,2.5,-46,8.1,1.5,21.5,95.8,2286,-14,-15.9,19.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Castro, Harold,605612,2022,4.50,.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perdomo, Luis,606131,2022,3.80,-0.021,R,285,,,,,,,,27.7,85.2,2332,2.1,-37.7,3.4,1.7,,,,,,,,,,,,,,,56.1,93.8,1986,-16.2,-22.4,18.5,1.6,,,,,,,,16.1,87.5,1564,-15.3,-30.8,16.2,1.6,,,,,,,,
Gallegos, Giovanny,606149,2022,3.05,.003,R,988,47.9,94.3,2386,-7.5,-12.3,20.3,1.1,47.2,85.5,2475,0.3,-36.5,2.4,1.1,5,87.1,1910,-9.7,-19.7,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montero, Rafael,606160,2022,2.37,-0.011,R,1093,45.6,96.4,2335,-9.3,-13.8,18.5,1.1,12.2,87.9,2345,6,-32.6,7.5,1.3,19.4,91.1,2056,-16.9,-27.5,18,1.2,,,,,,,,22.9,95.9,2233,-16.2,-21.4,18.5,1,,,,,,,,,,,,,,,,,,,,,,
Elias, Roenis,606273,2022,3.52,.031,L,114,40.4,93.5,2254,6.7,-14.7,18,1.2,,,,,,,,34.2,85.8,1819,16.8,-30.2,18.3,1.3,22.8,77.3,2321,-15.4,-53.8,17.3,1.3,2.6,92.3,2275,13.7,-19.5,19,1.5,,,,,,,,,,,,,,,,,,,,,,
Payamps, Joel,606303,2022,3.23,.030,R,952,27.5,94.8,2422,-9,-14.7,18.2,1.3,36.1,82.2,2718,10.3,-44.4,11.4,1.6,13.7,88.9,1993,-16.6,-30.8,17.2,1.6,,,,,,,,22.7,94.3,2267,-15.7,-21.8,18.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Garcia, Jarlin,606424,2022,3.74,-0.005,L,1015,42.9,93.8,2201,14.8,-18.1,19.8,1.2,28.3,82.7,2251,-5.9,-39.1,6.5,1.6,28.9,85.2,2112,16.2,-27.8,19.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moronta, Reyes,606625,2022,4.30,.022,R,641,53.4,95.3,2351,-6.1,-13.6,17.6,1.2,37,82.1,2491,12.8,-39.1,13.2,1.4,9.7,89,1943,-17,-29,18.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes, Jacob,606930,2022,5.64,.013,R,361,47.9,95.2,2406,-2.4,-12.1,18.5,1.5,9.7,84.3,2170,6.3,-39.1,6.7,1.5,,,,,,,,,,,,,,,,,,,,,,42.4,89,2323,5.7,-27.3,9.4,1.5,,,,,,,,,,,,,,,
Devenski, Chris,606965,2022,8.59,.064,R,241,43.6,94.3,2179,-9,-14.7,18.6,1.2,15.8,81.8,2178,6.2,-38.7,7.9,1.8,40.2,83.1,1546,-14.2,-34.5,15.3,1.3,0.4,75.8,2154,9.4,-58.8,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hager, Jake,606993,2022,7.71,-0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodon, Carlos,607074,2022,2.88,.004,L,2985,61.2,95.5,2349,6,-12,19.1,1.9,31.1,85.4,2447,-8.1,-38.6,8.6,2,2,84.6,1757,13.7,-27.4,17.8,1.5,5.7,79.8,2454,-6.4,-55.5,14,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weems, Jordan,607179,2022,5.22,.005,R,738,63.8,96.8,2134,-6.8,-11.1,19.5,1.3,24,88.2,2234,6,-32.7,7,1.8,9.2,87.3,992,-10,-29.5,12.5,1.6,3,80.1,2185,16.2,-44.9,16.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasnow, Tyler,607192,2022,1.35,-0.094,R,114,53.5,97.4,2450,-2,-9.2,20.1,1.3,28.1,90.9,2666,3.1,-29.5,5.5,1.5,,,,,,,,18.4,83.7,2764,3,-53.8,15.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedde, Erick,607200,2022,5.81,.009,R,2420,,,,,,,,,,,,,,,3.6,86,1516,-14.6,-34.7,15,1.8,28.7,78.4,2389,14.7,-46.9,15.2,1.9,40.1,92.5,1877,-8.8,-22.1,13.4,1.3,27.6,89.2,2123,1.8,-26.7,8.2,1.4,,,,,,,,,,,,,,,
Krehbiel, Joey,607216,2022,3.90,-0.003,R,977,34.7,94.4,2175,-9.9,-15,18.8,1.5,3.8,79.8,2478,13.1,-44.7,13.5,1.5,33.2,84.3,1495,-14.1,-36.2,14.5,1.5,,,,,,,,,,,,,,,28.4,86.3,2465,6.6,-31.6,8.8,2.5,,,,,,,,,,,,,,,
Gsellman, Robert,607229,2022,4.70,-0.043,R,207,0.5,94.4,2039,-10.5,-17.5,16.9,,29,89.6,2164,-2.2,-28.3,6.8,1.4,11.6,85.1,1694,-15.5,-31.6,16.8,1.4,3.4,80.7,2537,11.2,-51.8,14.9,1.4,55.6,92.6,1936,-17.4,-27.3,18.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Garrett, Amir,607237,2022,4.96,-0.017,L,804,40.7,94.2,2227,11.2,-16.6,18.4,1.4,56.5,84.7,1848,-1.5,-32.8,6,1.5,,,,,,,,,,,,,,,2.9,93.4,2150,16.7,-22,19.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Martinez, Nick,607259,2022,3.47,.006,R,1720,26.3,93.4,2337,-7.3,-14.3,18.8,1.4,,,,,,,,25.5,79.7,1718,-13.4,-38.2,14.5,1.4,15.9,81.7,2605,2.4,-58.4,17.3,1.2,14.5,93.3,2347,-14.9,-17.5,20.6,1.2,17.7,88.6,2380,1.7,-26.9,8.2,1.6,,,,,,,,,,,,,,,
Patton, Spencer,607359,2022,3.86,-0.014,R,111,48.6,92.1,1994,-8.6,-17.4,17.3,1.2,38.7,81.7,1896,14.3,-41.7,14.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,85.1,1656,-17.1,-31,18.6,1.3,,,,,,,,
Mazza, Chris,607391,2022,11.81,-0.028,R,135,3.7,90,2053,-10.3,-21.1,16.5,1.5,31.9,77.2,2300,14.7,-41.6,15.9,1.3,5.2,82.8,1290,-15.7,-42.4,15.9,1.5,,,,,,,,25.9,89.2,1810,-19.4,-28.6,20.4,1.5,33.3,84.2,2249,5,-33.8,7.4,1.4,,,,,,,,,,,,,,,
Banda, Anthony,607455,2022,6.75,.084,L,551,31.8,95.2,2126,10.9,-15,19,1.1,0.9,84.7,1972,0.5,-36.7,2.8,1.4,37.4,86.6,1748,14.6,-31.6,15.8,1.6,9.1,81.1,1998,-7,-48.8,10.5,1.8,20.9,93,2048,17.5,-22.7,19.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Barraclough, Kyle,607457,2022,3.00,-0.022,R,139,48.2,92.9,2407,-6.7,-15,18.3,1.2,45.3,78.3,2403,16,-42.5,16.4,1.3,,,,,,,,,,,,,,,,,,,,,,6.5,88.8,2396,-1,-26,9.5,1.4,,,,,,,,,,,,,,,
Bummer, Aaron,607481,2022,2.36,.031,L,457,,,,,,,,,,,,,,,0.9,89.4,1926,17.8,-35.1,18.1,1.5,,,,,,,,63.7,94.5,2062,14.2,-28.8,14.6,1.2,8.3,86.3,2385,-4.4,-36.9,4.9,1.6,,,,,,,,,,,,,,,
Freeland, Kyle,607536,2022,4.53,.010,L,2839,23.2,90.3,2389,5.9,-19.9,14.8,1.4,22.6,85.5,2376,-1.4,-32.6,5.1,1.7,13.8,84.8,1478,11,-30.6,13.3,1.6,18.2,80.9,2446,-4.3,-48.5,8.4,1.8,22.2,89.6,2358,13,-27.5,14.7,1.7,,,,,,,,,,,,,,,,,,,,,,
Howard, Sam,607572,2022,9.00,.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladwig, A.J.,607609,2022,10.80,-0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugo, Seth,607625,2022,3.60,.001,R,1079,28.9,94.4,2243,-8.3,-13.4,19.4,1.5,13.5,88.9,2441,2.7,-27.7,7.6,1.7,1.7,87.6,1774,-15.1,-25.9,18.2,1.6,34,79.8,3253,10.7,-60.8,20.4,2,21.9,94.4,2317,-15.6,-18.3,20.1,1.7,,,,,,,,,,,,,,,,,,,,,,
Means, John,607644,2022,3.38,-0.031,L,135,42.2,91.7,2386,8.1,-11.6,22.9,1.2,12.6,84.1,2235,-3.9,-30.7,9,1.4,31.1,82.3,2278,13.8,-23.6,22,1.2,14.1,76.8,2231,-15.5,-54.1,17.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasquez, Andrew,607755,2022,6.23,-0.037,L,153,,,,,,,,71.2,80.1,2564,-18.9,-50.3,20.3,1.3,,,,,,,,,,,,,,,28.8,88.7,2207,15.5,-31.6,16,1.4,,,,,,,,,,,,,,,,,,,,,,
Estevez, Carlos,608032,2022,3.47,-0.028,R,1021,70.6,97.5,2241,-10,-14.1,17.8,1.6,14.9,87.3,2280,5.1,-35.1,5.6,1.9,14.5,88.4,1660,-10.6,-28.4,13.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Jong, Chase,608328,2022,2.64,-0.010,R,1174,46.6,92.8,2412,-1.2,-13.2,18.8,1.1,29.2,83.6,2428,4.4,-40.6,5.2,1.2,1,86.4,1646,-12.6,-26.2,16.6,1.5,22.9,77.7,2557,6.3,-59.4,15.3,1.2,0.3,93.4,2416,-8.6,-11,22.5,1.5,,,,,,,,,,,,,,,,,,,,,,
Fried, Max,608331,2022,2.48,-0.002,L,2817,32.4,94,2138,1.7,-18.5,12.7,1.9,18.5,87.4,2392,-3.8,-34.9,4.7,2.3,14.1,86.5,1411,12.9,-32.4,13.8,1.9,21.5,74.2,2748,-9.5,-66.8,19.1,2.2,13.3,93.6,2036,11,-21.6,14.8,1.8,,,,,,,,,,,,,,,,,,,,,,
Giolito, Lucas,608337,2022,4.90,.023,R,2753,47.7,92.6,2172,-5.4,-13.9,19,1.4,23.6,84.4,1959,3.5,-37.2,4.4,1.4,25.5,81,1448,-11.3,-30.5,16.2,1.5,3.2,79.2,2348,7.2,-56.3,14.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvin, Cole,608344,2022,3.98,-0.007,L,2610,36.1,90.7,1975,9.8,-17.1,19.1,1.7,,,,,,,,18.4,83,1554,13.3,-32.5,15.4,1.5,20.7,77.5,2074,-8.2,-49.6,10.2,2.4,22.9,90.3,1943,14.3,-21.5,18.9,1.7,2,87.1,2012,1.3,-28,8.6,1.9,,,,,,,,,,,,,,,
Kelly, Carson,608348,2022,7.71,.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knebel, Corey,608349,2022,3.43,-0.015,R,795,69.8,95.6,2369,-3.8,-12.5,18.1,1.1,3,79.6,2543,18.5,-49.3,19.5,1.4,,,,,,,,27.2,78.7,2832,10.3,-62.5,20.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sims, Lucas,608371,2022,9.45,-0.012,R,129,42.6,93.5,2491,-9.4,-13,20.9,1.3,29.5,84.2,2813,8.7,-39,9.6,1.2,,,,,,,,27.9,80.9,2858,12.4,-43.2,13.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wacha, Michael,608379,2022,3.32,-0.021,R,1949,33,93,2122,-6.7,-12.4,20.5,1.4,,,,,,,,29.8,84.3,1583,-12.5,-26.2,18,1.7,7.4,74.7,2173,10.3,-58.8,14.3,1.4,12.6,92.6,2052,-11.7,-15.3,20.4,1.4,17.2,88.8,2052,1.2,-23.4,11.5,1.4,,,,,,,,,,,,,,,
Marquez, German,608566,2022,4.95,.007,R,2839,29.8,95.6,2138,-8.9,-16.6,16.1,1.7,20.9,87.7,2389,0.3,-31.1,5,2,3,87.8,1595,-10.2,-27.7,13.2,1.9,22.1,86.5,2577,1.1,-38.3,3.3,2.1,24.2,95.1,2111,-14.3,-21,17.1,1.4,,,,,,,,,,,,,,,,,,,,,,
Chargois, JT,608638,2022,2.42,.020,R,334,3.3,95.3,2265,-13.4,-15.9,19.7,1.3,38.3,87.3,2550,2.8,-34,4.9,1.1,,,,,,,,,,,,,,,58.4,96.5,2229,-18.9,-21.2,20.7,1.1,,,,,,,,,,,,,,,,,,,,,,
Duffey, Tyler,608648,2022,4.91,-0.027,R,725,37.7,92.3,2276,-4.4,-16.4,16.5,1.2,12.7,83.7,2381,11.6,-41.3,12.3,1.7,4.6,79.1,1863,-12.3,-33.5,16.5,1.9,30.5,82.2,2496,6.8,-52.3,13.6,2.3,14.6,92.4,2402,-14.2,-24.5,16.1,1.2,,,,,,,,,,,,,,,,,,,,,,
Farrell, Luke,608652,2022,5.40,-0.001,R,285,48.4,91.1,2327,-3.7,-15.3,18.2,1.4,37.2,82.5,2514,2.7,-41,3.4,1.5,2.8,85,1457,-10,-24.9,16.7,1.6,11.6,78.6,2585,7.3,-54.3,12.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graveman, Kendall,608665,2022,3.18,.018,R,1035,11.9,96.6,2373,-9,-13.9,18,1.3,27.8,88.7,2495,5.2,-32.2,6.6,1.6,13.7,90.7,1764,-14,-28.2,15,1.3,3.6,83.3,2494,6.9,-44.3,9.1,1.7,43,96.5,2228,-15.5,-18.9,18.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Leone, Dominic,608678,2022,4.01,.043,R,826,37,95.5,2323,-6.1,-14.4,16.8,1.1,35.7,85.1,2453,5.1,-40.5,6.2,1.2,,,,,,,,,,,,,,,0.1,94.8,2269,-12.7,-20.4,16.1,,27.1,91.4,2404,3.5,-24.8,8.8,1.3,,,,,,,,,,,,,,,
Steckenrider, Drew,608716,2022,5.65,-0.027,R,286,65,94.1,2300,-8.2,-11.6,21.2,1.2,3.1,85.1,2147,4.2,-35.5,5.1,1.5,23.4,87,1758,-12.2,-24.1,17.3,1.1,8.4,81.2,2072,-1.2,-46.5,5.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stratton, Chris,608717,2022,4.26,.035,R,1100,43.1,92.8,2631,-3.6,-16.9,15.3,1.2,19.2,86.7,2868,6.6,-35.1,7.4,1.3,7,86.8,2228,-11.6,-32.4,12.4,1.3,28.9,80.8,3188,16.1,-50.2,18.2,1.3,1.8,92.9,2512,-12.1,-21.2,16.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Suter, Brent,608718,2022,3.78,-0.006,L,1070,65,86.4,2147,-3.8,-23.7,13.5,1.7,4.4,78.9,2305,-6.3,-44.6,6.7,2.1,25,77.2,1477,10,-34.8,15.1,2.2,,,,,,,,5.6,87.4,2085,10.3,-23.3,16.2,1.5,,,,,,,,,,,,,,,,,,,,,,
Voth, Austin,608723,2022,4.34,.019,R,1762,41.2,93.5,2357,-7.2,-13.9,19.1,1.2,,,,,,,,0.8,87.2,1925,-11.9,-24.4,17.3,1.3,31.4,77.5,2974,16,-57.2,19.6,1.2,,,,,,,,21.6,89.5,2440,2.5,-26.6,8.3,1.3,,,,,,,,,,,,,,,
Bracho, Silvino,611093,2022,6.23,-0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro, Miguel,612434,2022,4.03,-0.009,R,515,,,,,,,,44.5,85.8,2821,10.4,-35.1,11.2,1.6,19,92.4,1821,-17.5,-31.4,17.8,1.5,,,,,,,,36.5,97.9,2128,-17.4,-23.3,18.5,1.1,,,,,,,,,,,,,,,,,,,,,,
Ruiz, Jose,614179,2022,4.60,.002,R,1115,47.5,96.9,2354,-7.1,-12,18.7,1.1,,,,,,,,22.7,89.9,1795,-15.4,-25.8,17.5,1.3,29.4,86.3,2283,2,-42,6.1,1.3,0.4,96,2303,-14.2,-19.8,17.3,1.4,,,,,,,,,,,,,,,,,,,,,,
Quantrill, Cal,615698,2022,3.38,-0.004,R,2920,2.7,93.4,2165,-6.8,-13.7,18.9,1.4,,,,,,,,11.8,85.3,1532,-12.3,-30,14.6,1.3,4.2,82.7,2449,3.7,-42.9,5.4,1.9,45.2,93.6,2105,-12,-16.3,19.3,1.2,36,88.5,2238,2.7,-27.8,8,1.6,,,,,,,,,,,,,,,
Sawamura, Hirokazu,617228,2022,3.73,-0.014,R,838,48.8,95.9,2112,-8.8,-14,18.2,1.2,13.7,85.8,2298,7,-32.3,9.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,92,1418,-8.6,-29,9.5,1.6,,,,,,,,
Torrens, Luis,620443,2022,4.50,-0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrock, Max,621011,2022,45.00,.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuas, Jose,621016,2022,3.58,.023,R,687,,,,,,,,36.8,82.1,2669,4,-41.3,4.8,1.2,1.2,87.2,1669,-14.3,-37.4,14.5,1.4,,,,,,,,62,93.1,2460,-16.9,-31.2,17.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Wilson, Steven,621051,2022,3.06,.009,R,874,52.2,95.1,2366,-8,-12.1,20.2,1.3,10.9,83,2610,8.4,-42.7,9.3,1.8,5.6,85.1,2122,-16.2,-28.7,18.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rucker, Michael,621074,2022,3.95,.012,R,892,43.9,94.7,2270,-7.5,-14.5,17.8,1.2,30,86.4,2459,3.8,-37.2,5.1,1.8,8.5,90,1787,-14.6,-29.5,15.4,1.3,17.4,80.6,2523,15.6,-52,18.6,1.5,,,,,,,,0.1,88.8,2250,0.4,-13,16.9,,,,,,,,,,,,,,,,
Kaprielian, James,621076,2022,4.23,-0.015,R,2230,48.9,94,2006,-7.6,-15.5,17.4,1.1,23,85,2291,4.5,-34.3,7.6,2.1,10.1,85.2,1365,-8.3,-35.4,9.1,1.5,12.5,79.3,2496,7.3,-51.9,11.5,1.5,5.5,94.4,1931,-15.8,-20.1,19.2,1.1,,,,,,,,,,,,,,,,,,,,,,
Wiles, Collin,621079,2022,4.66,.043,R,154,15.6,91.1,2073,-6.7,-16.2,18.2,1.3,9.7,79.4,2444,9.1,-43.4,9.3,1.4,3.2,85.3,1451,-14.2,-30.5,16.1,1.4,12.3,77,2400,11.3,-59.3,17.1,1.4,17.5,90.4,2045,-16.1,-22.6,19.6,1.3,41.6,86.9,2228,3.9,-27.4,9.8,1.3,,,,,,,,,,,,,,,
Lemoine, Jake,621082,2022,7.71,.042,R,298,10.4,92.9,2108,-11.8,-15.5,20.2,1.3,24.8,83.9,2242,4.8,-37.2,5.4,1.3,7.4,85.9,1517,-15.3,-34,15.9,1.4,,,,,,,,57.4,93.1,2070,-16.7,-20.8,20.1,1.1,,,,,,,,,,,,,,,,,,,,,,
Eflin, Zach,621107,2022,4.04,.014,R,1194,15.5,93.1,2176,-10.4,-17.6,17.7,1.5,3.4,85.5,2130,4,-32.5,8.1,1.6,6.1,87,1699,-13.8,-27.8,16.5,1.6,20.1,78.3,2381,12,-49.9,13.3,1.5,39.9,92.7,2048,-17,-24.6,18.7,1.3,15,90,2151,-0.8,-22.2,11.7,1.6,,,,,,,,,,,,,,,
Buehler, Walker,621111,2022,4.02,.005,R,1046,34.2,95.2,2267,-5.9,-13.3,18,1.3,11.7,83.5,2671,13.9,-37.2,14.5,1.6,7.8,90.5,1550,-13.7,-28.3,14.9,1.3,16.8,79.2,2662,11.5,-57.7,18,1.3,4.7,94.9,2167,-13.3,-18.4,18,1.5,24.8,91.5,2411,4.5,-23.4,10.5,1.6,,,,,,,,,,,,,,,
Blackburn, Paul,621112,2022,4.28,-0.004,R,1762,11.3,91.5,2135,-5.5,-16.2,17.4,1.2,4.7,79.1,2567,15.4,-52.6,17.7,1.1,12.7,86,1811,-13.1,-29.5,15.2,1.3,17.6,78.8,2605,8.4,-61.1,18.6,1.3,34.3,91.7,2001,-12.8,-22.5,16.3,1.2,19.5,87.1,2484,6.1,-30.9,8.2,1.4,,,,,,,,,,,,,,,
Burr, Ryan,621114,2022,6.00,-0.049,R,149,49,94.5,2032,-2.6,-14,17,1.1,6,80.3,2604,9.5,-51.3,13,1.4,,,,,,,,,,,,,,,4,92.4,1815,-12.4,-17.8,18.9,1.5,40.9,88.1,2402,5.7,-33.5,6.3,1.2,,,,,,,,,,,,,,,
McCullers Jr., Lance,621121,2022,2.27,-0.009,R,759,,,,,,,,25.4,85.1,2858,13.2,-33.5,14.3,1.4,17.4,87,1717,-17.3,-38,17.5,1.3,24.9,82.7,3013,13.6,-50.6,17.2,1.5,24.5,93.1,2106,-13.4,-26.1,14.8,1.4,7.8,88.3,2567,3.8,-29.8,7.2,1.4,,,,,,,,,,,,,,,
Mills, Alec,621219,2022,9.68,.044,R,302,22.5,88.6,2193,-9,-19.9,17.6,1.3,12.9,76.1,2569,17.8,-51.5,18.3,1.3,18.5,78.9,1691,-15.3,-38.2,16.7,1.4,8.6,65.8,2314,12.8,-75.4,17.3,1.5,37.4,88.5,2181,-16.2,-27,18.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Alvarado, Jose,621237,2022,3.18,.016,L,881,1.4,97.8,2149,5.6,-12.7,17,1.6,,,,,,,,,,,,,,,1.2,86.5,2465,0.7,-43.2,6.9,1.5,54.5,99.6,2093,12.7,-13.2,19.5,1.4,42.9,93.8,2207,-1.9,-25.5,6.4,1.9,,,,,,,,,,,,,,,
Diaz, Edwin,621242,2022,1.31,.011,R,928,41.9,99.1,2352,-13.5,-14.5,19.2,1.5,58.1,90.8,2274,1.5,-28.8,4.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berrios, Jose,621244,2022,5.23,.013,R,2721,27.9,94,2241,-10.6,-16.6,18.1,1.2,,,,,,,,15.4,84.6,1522,-14.4,-33.9,15.4,1.7,0.1,78.1,2229,18.2,-51.4,19.3,1.4,25.8,93.9,2115,-16.6,-20.8,19.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Garza Jr., Ralph,621248,2022,3.34,-0.009,R,514,12.6,91.2,2248,-7.7,-16.1,18.7,1.1,23,77.5,2367,13.8,-37.5,16.5,1.3,18.9,83.1,1705,-16.4,-33.4,17.8,1.5,2.3,80,2495,6.7,-48.9,9.1,1.4,33.3,87.8,2163,-16.2,-36.5,16.4,1.1,9.9,89.4,2247,-1.1,-19.3,15.1,1.1,,,,,,,,,,,,,,,
Underwood Jr., Duane,621249,2022,4.40,-0.002,R,1004,11.7,95.9,2254,-7.2,-14.9,16.7,1.4,,,,,,,,21.8,89.6,1503,-14.8,-27.8,16.2,1.4,13.3,82.7,2403,7.4,-51.2,13.4,1.7,26.1,95.3,2091,-14.1,-19,18.2,1.3,27.1,92.4,2095,0.3,-25.2,7.4,1.7,,,,,,,,,,,,,,,
Wittgren, Nick,621295,2022,5.90,.036,R,481,32,91.4,2037,-8.5,-17.4,17.7,1.1,10.8,82,2324,12.2,-38.2,12.7,1.4,23.1,84,1727,-12.5,-36.9,12.8,1.3,,,,,,,,12.7,91,2061,-16.2,-23.3,19,1.2,21.4,88.1,2241,1.2,-26.4,9.1,1.2,,,,,,,,,,,,,,,
Minter, A.J.,621345,2022,2.06,.016,L,1111,49.8,96.6,2425,6.5,-12,18.6,0.9,,,,,,,,18.1,87.6,1650,16.2,-32.3,16.7,1.3,,,,,,,,,,,,,,,32.1,90.3,2603,-5.1,-29,7,1.4,,,,,,,,,,,,,,,
Clay, Sam,621348,2022,8.44,-0.009,L,100,,,,,,,,19,83.2,2583,-14,-45.9,15.4,1.3,10,87.9,1680,11.4,-33.1,12,1.5,,,,,,,,71,91.9,2019,14.9,-27.8,15.7,1.6,,,,,,,,,,,,,,,,,,,,,,
Poche, Colin,621363,2022,3.99,-0.004,L,974,77.5,93.2,2230,0.9,-10.6,21.1,1.1,0.8,82.1,2464,-8.8,-36.3,12,1.7,,,,,,,,21.7,78.8,2562,-17.7,-48.8,19.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
